StateFileID,gender,last_name,phone_number,race,age,marital_status,first_name
15828ff33bd847682db2f52c62d4c3ff,female,Abila,4102950489,white,54,married,Miriah
47934adf4d3849bce92de3563f916e52,female,Ablan,4106569047,native_american,29,married,Maeselle
dbc4d516537893680e4680bfa045ec28,female,Ablan,4102794222,white,47,married,Jessica
fe1dd68895953e1585eda71d5ff52b4b,female,Abo,4107476729,asian,29,separated,Eun
5542975378acbabe8438915b009d1455,female,Abou Ayache,4101563834,white,43,separated,Alexis
416114caae55c31c3bb5eae44d226681,female,Abraham,4101659784,black,79,married,Megan
47941a4ae84fc6a23662839d3b10820f,female,Abraham,4109340188,white,56,married,Caitlin
85cec44938ea164e74b1b799d1c0720f,male,Abraham,4104136089,white,27,married,Nathaniel
f3554d8f7ce9db6dfa2587c6c39cecb5,male,Abraham,4100949286,white,31,separated,Gregory
95114d1d6b17f93c549c6090d6ef47c3,female,Abrahamson,4106542975,white,68,separated,Lauren
17259915152806006b5b8ba025111147,male,Abrahamsson,4102966211,white,39,married,Zechariah
2aef83e74f0364fc357d513de7545d2d,male,Abram,4107758713,black,58,married,J'Quan
9a7a96140e9c175f4cea652f753406a6,female,Abram,4109817868,black,79,unmarried,Najuka
72d21d3e78a3a67af3638c2ce285f809,male,Abrams-Brown,4108403861,black,52,separated,Glenn
eddd51a651f981352644d1f1759e0726,female,Abrams-Hickman,410478971,white,38,separated,Rianne
2b626cb8ba3c96d2f5e35f726afefdda,male,Abrego,4107931766,white,29,unmarried,Gabriel
9cbbf190b87beb6f16125e6d600644dc,female,Abukar,4101329547,black,57,separated,Raechalle
2d34bd5a145a6bf48097f5b9d9bbe508,female,Abundis,4102837124,hispanic,53,married,Christina
40b9a287b7e40a4243ef11923176d051,male,Accomando,4105497025,white,33,married,Benjamin
f998854e61c45fc363d99885bdb811e6,male,Acers,4109179783,white,52,separated,John
69dcacd6117f0ab42f1b27fa5ba102b6,male,Acevedo,4103261505,hispanic,31,married,Levi
e0c14749a434c96ecd96cda874c60764,male,Acevedo,4106011415,hispanic,33,separated,Andrew
e48b7a0f9c654b0e6f36e9092aea0100,female,Acevedo,4102292444,hispanic,50,separated,Corrine
0c9f031e1dbf446158e631776c43ce1f,female,Acevedo Salinas,4109094549,hispanic,22,unmarried,Loren
77621dd50fab302fec136a5972dbaa19,female,Aceves,4100750573,black,34,separated,Deondrea
9123ed6651eb0c4825175e78288d6a80,female,Achondo,410398373,white,20,married,Jennifer
b7e08abd2eb6af250d97e59a821bbba4,female,Achziger,4109249998,white,34,separated,Julia
80e22440cf47f6172e6b18d03a3b04b2,male,Acker,4105180999,white,38,married,Matthew
32ba54cefdba9795ed51210c428f762f,male,Ackerman,4103832962,white,27,separated,Steven
c794e472008caf00c184109e8b829104,female,Ackerman,4100444574,asian,67,married,Hannan
1f2e9957ca12ca1b37d9fc4fd4eab82e,male,Ackerson,4107644832,white,29,married,Christopher
75ce3d9c69aec9caf0b7ea9c315ad014,male,Ackling,4107017798,white,50,separated,Kayden
ab235dc8033041c7c6b012fc1567c98f,male,Ackman,410147956,white,44,separated,Andrew
0441798fece49cf85cebc53f7b28ea58,male,Acosta,4107097524,hispanic,57,married,Johnny
54cb8f3c79d8d03cc4ec1c7331af531c,male,Acosta,4101682882,native_american,37,married,Riley
5f855f99ce52bc1cf36c69afa2071a6b,female,Acosta,4104644033,hispanic,33,married,Brittany
a3f4b9d81aa76598f19bd7df968ee0af,male,Acosta,4103229607,native_american,29,married,Isaac
fe6a2b70096898bcb654a4d8b6f8ad99,female,Acosta,4100641296,native_american,40,married,Cody
3c450e3e55bd490a13c87c1464e9cf6d,male,Acosta Pina,4106940637,hispanic,34,married,Matheau
864924c3c269e3b8b72d66e2deabe220,male,Acosta-Orozco,4107762812,hispanic,33,married,Ryan
41a710aecdc38e28b13182e030f940eb,female,Acton,4109583423,white,21,married,Elizabeth
340b1a59343b154371542194512a8bd0,female,Acuna,4100745004,asian,24,married,Briana
3fa95edd0b45d838bfe6ccdabd111037,male,Acunto,4106324705,white,62,married,Cheyenne
26d087cede3fe4dcead46416043fe15f,male,Adair,4101455630,white,45,separated,Cory
f216e09555eee0c38f9070f2ceb966dd,female,Adair,4109919167,black,47,separated,Breaja
575ece9f8492baab98852474a0bba059,female,Adam,4107061525,black,28,unmarried,Sabrina
b06a4a1097108a8ffea608b4b731abdd,male,Adam,4104323634,black,47,married,Rhamel
e20a5ca876e6c8c7e598139898b5603b,female,Adam,4109085513,white,29,separated,Brittany
f395ef095d44e7b9390b55e54a632ad1,female,Adam,4102227766,black,58,separated,Makayla
39c4b9a7bf724a6388d6220e77a83f21,female,Adame,4101645941,hispanic,36,unmarried,Apolonia
3b2d3ca1d06447c2b139e4d6a7943356,male,Adame,4105821658,hispanic,78,married,Evin
7c0eb2575d54f60a26434dcd19061422,female,Adame,4103474248,hispanic,47,married,Bernadette
06a737cb64a3420bfc1cb607dd4dbe7a,female,Adams,4100641657,white,54,married,Dominique
13b6e559e5dc125fadc400cbe43e4fca,female,Adams,4107040173,white,39,married,Ashleigh
32b2b84677da936abe7f7f329ecc0c3d,female,Adams,4103607159,black,51,separated,Jazmine
423ad2b69491d5c2b2d0a1c0600ca960,male,Adams,410170906,white,51,married,Gaige
49337846b7048f6e27e5d34fcd204f0c,male,Adams,4104008285,black,39,unmarried,Marcus
4d70fc6a4b5442f13f80e6db5922013b,female,Adams,4102036096,black,78,unmarried,Alexandra
5657f72f1a4c0d9f594f9fc6f6586304,female,Adams,4104096125,white,41,unmarried,Jordan
5e9411558a8230438d1bdf71e99291e6,male,Adams,4105769368,black,41,separated,Tercel
61a2e868da96f27093fefd32aacc56f4,female,Adams,4102343701,black,38,married,Shontae
6e3e669b4fe31ceb895cde84980369c7,female,Adams,4102642541,white,78,married,Mykala
70c7af7bcbe6743d71a521f50eb9896f,female,Adams,4101411853,white,43,married,Carley
8d9114b36b1a4c45e74543a4714da0f0,female,Adams,4105835666,white,57,separated,Lindsay
8f22b4479949224290b9898bb446f35d,male,Adams,4109777062,white,29,married,John
91f6d77987af8048476ba5a418bd5912,female,Adams,4108287131,black,33,unmarried,Monet
941e72a9a81609458a944be942039a41,female,Adams,4101253973,black,19,unmarried,Janessa
9686ac8e3ecc7978c3816c415a30636c,female,Adams,4107635636,black,21,unmarried,Neima
a63dbb3549437a1963f4321d49d4d16d,male,Adams,4107415627,white,21,unmarried,George
ac165f95086544508e00756a40827f36,female,Adams,4109348126,black,31,married,Vanessa
af914b3bfc20be90e27972b502350cf9,female,Adams,4104540798,white,34,separated,Jessica
cd91851302bca1a213ab78109ed233a6,female,Adams,4104766972,black,52,married,Clarissa
d2af0b2920fad32a32fa89ad2c629582,female,Adams,4101282322,black,25,married,Sade
de47a7a566574b00082592a5b8ec1a47,female,Adams,4109865423,white,43,unmarried,Alexis
e97f39fa504a7205b0b1a9368758bcc0,male,Adams,4107611449,black,56,separated,Gerald
e9bfa126355d546e075e5a19b9b20d5e,male,Adams,4104922811,black,45,married,Quincy
eace0776c32186a9a7072652df136038,male,Adams,4104051238,black,56,married,Marcus
eb89ba7f770f4d3ad30948d627cd0e9f,male,Adams,4104805189,black,18,unmarried,Reginald
ec8e75d4a62b387214bd709f76e9c1f2,male,Adams,4100051616,black,58,separated,J'Azmin
f00784ba23cef0c8cc6098d7222e5fbd,male,Adams,4109699010,white,50,married,Kyle
fa0a8dd6e359caef8a1d6d7ff36cd2df,female,Adams,4102257260,white,35,separated,Autumn
887c9129a7ff29e45c9aabed85436498,female,Adamski,4103787924,white,34,unmarried,Katelyn
0e55e21fbce965ab34892d0de337079f,male,Adamson,4105715707,white,35,separated,Jason
64693a56b849d7b7d17d314bd8fa3a89,male,Adamson,4103773094,white,46,married,Kessler
9bdbe2658b5c6d73c3e2b9abd9aa3760,male,Adamson,4103423347,white,64,married,Darren
f8b2131e1e89b30a7b1da0ab70137bcc,male,Adamson,4102858809,white,53,married,Cody
ff5fcb0d455936108b90245e2f784c52,female,Adamson,4105588744,white,48,unmarried,Gwendolyn
eb67653ae80c8a94c116ffd2dbc7ed6e,female,Adcock,4100659424,white,51,married,Kara
302c497ae4d76f2402638ad5e2bfa378,male,Addair,4106151105,white,20,married,Marcus
62b8c8d655836f4a80ea09bc7211ec61,male,Addison,4106712514,white,22,unmarried,Zachary
7bf89690de2ba443dc14876d91dcf87d,male,Addison,4100258517,white,57,married,David
63ee24b20acbc2eeaa229e01199ca1a5,male,Adedeji,4100850257,black,52,separated,Tommy
e4272620b38cae757d325d180a86261f,female,Aden,4109091943,black,54,married,Aliya
4a3ca498b643b9c431ad051f18eb6c5e,male,Ader,4106232431,white,56,married,Corey
3145b49e8407e5a7464322cfd1744abb,female,Adiso,4105869432,black,51,married,Grace
a5eb6d85b947c660b3fd8e30f2e707f0,male,Adjei,4103714808,black,38,separated,Philip
35eab9832bf96c77029c7ec5779bad17,male,Adkins,4102693306,white,48,separated,Gregory
45b79a609cb8f3aa72ee1e7e485471e7,male,Adkins,4105433857,white,38,married,Jackson
496d8978bc15cff8a5b8e3818b6eab2f,male,Adkins,4108168488,white,52,married,William
678cc3cd944b6858e25dc85378f6e090,female,Adkins,4106414994,white,55,married,Addison
c005d53b25ce8b9407c23f01b4d70b44,female,Adkins,4103010060,white,49,married,Abigail
fa64dfae41b488839e99643718d67208,female,Adkins,4102664556,white,50,married,Ellen
5eba468d1881e748548c0a8243f78477,female,Adleman,410485429,white,29,unmarried,Anastasia
796063cdc8b97e787472d880cddef366,female,Adler,4106487276,white,19,married,Lindsay
f077bff448e6d3053657dce2a5c04b48,female,Adler,4106078391,white,66,married,Natalie
226159e307faa92e335d320add01ac32,female,Admasu,4102537217,black,32,married,Elizabeth
3f3d48ae8f3d24453ac37303fda29718,female,Admire,4102438732,white,55,separated,Tori
a7fc550016a59db087d22f2255a88781,female,Adolfson,4105465201,asian,51,married,Nomin
a008930887a0757904c8cc052f7c6b03,male,Adolph,4104506331,white,49,unmarried,William
0fe6c6d896256456d898adddd280bbc8,male,Adu,4107416255,black,49,married,Fahrraan
485b77463263379c2c4a72b913d6896b,female,Adu,4106652114,black,48,married,Kalynn
655cdc3d9d803966fdd9ae27e2b03fc3,male,Adu,4100566556,black,64,married,Kyle
9000977ce2cba199c31ef130a7f7617e,male,Adu,4103977215,black,24,unmarried,Kacey
ba4890cb62007905559f7ea52b07e0e5,female,Adumer,4102415819,black,55,married,Tasia
b1c9845699faee6c05af145f2387c2e9,male,Affricano,4100641319,white,52,separated,Geoffrey
017f7c3e7c6b9238dda1295582057c3a,male,Agan,4107066096,native_american,22,unmarried,Issac
51d4ac91a393965462400979102a6b5e,male,Agan,4101472068,native_american,39,married,Christopher
1e17c9d61afcd95f2b1d69109ec963a0,male,Agarkov,4107641972,white,41,married,Michael
90679b25981b4d335c1a8d2a1d1c0fd4,female,Agbeke,4105131143,black,50,separated,Destinee
baa058b4517c87dd903373d22eddb11a,male,Agbenyo,4104994390,black,60,married,Rayfield
4f2ad49d8e3aa16a514c181cbd6c8986,male,Agbim,4102153381,black,74,unmarried,Jerald
9a9bca6c803f4a2477bc35ee0d50f96c,male,Agbim,4102522726,black,46,married,Nevin
54a8471466c35ff747f732a26b3c0b4e,male,Agboglo,4109529928,black,30,unmarried,Zachary
d9ce9bab72a2143602c87527eb31ca49,female,Agboglo,4100982646,black,23,unmarried,Airana
4295951d36d452ff2952979f55e078c1,male,Agens,4102609054,white,71,married,Jack
5a4ed832c0e081c6ecc7536365991882,female,Aggrey,4108180456,black,27,separated,Quidea
7828ecf639c1e4051ac48253db4a47e5,female,Agnew,4108502813,white,53,unmarried,Lauren
45558fabd7cbd654cc14d398bc9824cc,female,Agnew-Lundgren,4105949409,white,33,separated,Breeze
afdd0167dca9d0428381c19764f29554,female,Agster,4108839233,white,25,unmarried,Ariel
533a35901ffcd2160921c7a952d647c1,female,Aguiar,4108877144,white,61,separated,Tammy
3f419161d919bf4460bcbd781e603241,female,Aguilar,4102414819,hispanic,29,unmarried,Julia
499964b347e8cbdc8b13bc0e918ae9d2,male,Aguilar,4103436472,hispanic,48,married,Rodnyell
542e9108205fa8c3030236170fb13b3c,male,Aguilar,410383359,hispanic,35,married,Dominic
c8b2e3e9c1cbcb302c154e37ae65837d,male,Aguilar,4105982937,hispanic,47,married,Sismai
cfb9f2c8327d6a1b05136a1e5d430bff,female,Aguilar,4106354194,white,33,married,Alannah
dc6eb2fc99e943dd925ac67ff0791e27,male,Aguilar,4105511105,hispanic,31,married,Matthew
1cf424d13e8634a78da73797071560d3,female,Aguilar Mares,4108134638,hispanic,47,married,Caren Denis
6e02c50571243b7b30c830c9e3e16952,male,Aguilar Pena,4105134625,hispanic,50,married,Misael
1f26e80d70ae57a98ce4cd373f2bb551,male,Aguilera-Lopez,4109372090,hispanic,62,married,Clay Stone
ea8ca4e7359200df4701657a3d9e2815,female,Aguiniga,4106877630,white,25,married,Shilo
0ea7e5fbf5b0af4a023f8d3795a8e082,female,Aguirre,4109944360,hispanic,19,unmarried,Trabeca
39f680eb559d350fab02580b40ef09e9,female,Aguirre,4106449605,white,35,married,Bobbie
67039aae9d7a24ce50c2cca6c6da6b58,female,Aguirre,4103925779,asian,32,married,Eliana
817830bbff7041cd8654f7deee2d12ac,female,Aguirre,4109905784,hispanic,52,separated,Jessica
c30fd7de91b8525be694ba47bd84dc23,female,Aguirre,4106336607,white,51,married,Tracey
75f0c108bcf8ada0112bac8e8b111164,female,Aguirre-Calderon,4107506255,hispanic,56,married,Mireli
161534febbd2c20e8b26d7e0f0c91707,female,Agwu,4103684448,black,22,unmarried,Camille
a23096b80714dd493d4111a849d06c6a,female,Agyepong,410083649,black,62,separated,Jasmine
08d4b4e063347dc0437f69016619fb8c,male,Ahearn,4108325521,white,68,married,Aidan
7ebf208d13263afff1a7bc43c73b8cfe,male,Ahlers,4100526712,white,25,unmarried,Andrew
911fce20873b3017c5657b033996fbdd,male,Ahlers,4104754192,white,35,separated,Jeremy
cf74fde5266b2affb981ce02a1fed3ac,male,Ahlers,4101617598,white,32,married,Payden
27c8349b77fcb892ddbc8799b9eb42fb,male,Ahlrichs,4104440488,white,38,unmarried,Christopher
384d9972deff3b9df4660d5bdcbde3b0,female,Ahmed,4106869673,black,20,unmarried,Marissa
cd501ade4b228301392358abea8dc74e,female,Ahmed,4101275984,black,71,married,Trenice
a7a3a4223b232be7ba49c765d62f2d3b,male,Ahram,4105918062,white,45,married,Sean
d2e7df7d180d6b0e43a316d021783297,female,Aichlmayr,4108978082,white,53,married,Laura
eb484625b01718006f16a60884d85fd4,male,Aichlmayr,4100218322,white,38,married,Cory
333aa960b260b83dc0aec187e2576ed0,female,Aikens,4101996408,white,23,unmarried,Jordan
dea7cdde16d67328f97d5e053809a2fa,female,Aikens,4101599522,black,21,unmarried,Isha
556e7fe0ac64d104ba4d0b6d7954d6e9,male,Airozo,4104238986,white,38,separated,Senon
000bb4b029b49f3e3bd46677f38a8b79,female,Ajala,4102393844,black,29,married,Tajinae
1b83e06d0f0fe49b66e17aae08a95d8e,male,Akhavan,4103148263,white,51,separated,Michael
6d3613e6b5434286edfa8552f7cf553d,male,Akhavan,4107285996,white,26,married,Michael
10a192dad4202c77c1ce4fc514792e3b,female,Akhbari,4103146863,white,52,separated,Catherine
1fe6b3a5bcaf01adc6c6f4970ee9faad,female,Akins,4103997944,white,23,married,Rachel
6272eb0914bcd99ba6fc1f7c39d1802d,male,Akins,410896057,white,70,separated,Wade
a029aec8f2f5a83faf0af1eb35d230a1,male,Akins,4108405018,black,35,married,Davon
2f208c3644b6d6067ec81b112f3653f2,male,Akquia,4106117193,native_american,45,married,Jacob
ee311cfd54b823f5d77f81d432138a14,female,Al Shami,4105280964,white,43,married,Emily
feb529af9406fead1c376cce73045130,male,Al-Awaji,4103039134,white,18,unmarried,Joseph
0633691e98f294aaa2ad14f1c188e7ce,male,Al-Mutlaq,4108537454,white,28,unmarried,Chandler
8f876d3f671a39c9b1e2bfeea1140045,female,Alak,4101342766,black,25,unmarried,Shaikyra
c84652565ed612080ffe72506f336b47,female,Alak,4100233238,black,41,married,Hajia
0cc203a1cd9f097c5614785048cae67e,female,Alarid,4100707236,native_american,54,separated,Fiona
d8e66f39542f6f11ae1085d37c27b1ec,male,Alarid,4102220589,native_american,57,unmarried,Rylee
aee7783a11f3d022148597e6efd19218,male,Alay,4109451795,black,26,unmarried,Torrey
e5921ea137a12f55a37a81a77ec22424,female,Albador,4108985475,white,25,unmarried,Lecil
e0cc44a08c5858695c5c01734f9140a4,female,Alberici,4100145813,white,56,unmarried,Evin
ab7524be594634af2feb4852588b649b,female,Albers,4109536327,white,21,unmarried,Keely
e718cb5ab6b10ae8fea48b14562f4260,female,Albers,4100963676,white,34,married,Marta
f63097c7dc7d68b98b5839b2a9c02034,female,Albers,4106281852,white,26,unmarried,Rebekah
112d6e6e0620f6f522f78b91268f1948,male,Albert,4107298271,white,37,married,Nathan
607ad898c48cd96da600150873bf651c,male,Albert,4107100008,white,30,married,Taylor
a61b06993ecbbfb2667a81c1caf2192b,male,Albert,4106751997,white,37,separated,Andrew
31685d597ba6ac885912462f9d24704b,female,Alberts,4104627405,hispanic,33,separated,Kassandra
62d08a5615e54ac5634403619986adb1,male,Alberts,4105889439,white,39,married,Robert
b674a4be4c091cde1a58c34d5d5b96c9,female,Albin,4102704921,white,48,married,Julia
138e086ea72241ad21231375c8b3a6f1,male,Albrecht,4106668416,white,34,married,Tracy
a058eefaa35d9455d599f256f5ab692a,male,Albrecht,4102773499,white,29,unmarried,Christopher
aeb5e7bba3262011eb8633637bf55c84,female,Albrecht,4101254757,white,41,married,Kirsten
bcfc9b54d7c4578bca86ebb601537033,female,Albrecht,4108272990,white,46,separated,Kelly
4ea4aa20388bf0c68e9f94ac0be2010d,female,Albright,4100414875,white,20,unmarried,Jessica
ae94d086e0aacab44988462eb002b61a,male,Albright,4106420687,white,62,married,Luccas
fab2354575d7199850a9750b65aa0650,female,Albritton,4108650207,white,33,married,Keely
5a1a33d601a441c8b56c966223b9d3b6,female,Albus,4100184154,white,32,married,Mikayla
757b461d8f9a3d4e2a0e7eca82dce158,female,Alchin,4100459252,white,62,married,Nicole
00412a63ef5b509a24cfc6ca4cc22b3b,female,Alcon,4106044068,native_american,33,married,Lydia
ce39b7d9342b3567b79bbcddeb1b825e,male,Alcott,4100271759,white,42,separated,Greg
38cdc71e227830f70c2f563971476e6f,female,Aldana,4108319669,hispanic,32,married,Ariana
fef587e84e426a21012c5a34b12a82d6,female,Aldaz,4106801022,black,45,married,Yvonne
1fd2ba4de1fb549cfc01f09e3efbdb26,female,Alder,4100027197,white,31,married,Julia
261f761e997118a7663fbee294657c43,male,Alderete Perez,4109877402,hispanic,22,unmarried,Angel
8f2722353522e508214f0c3d5ca7a14a,male,Alderson,4101230116,white,53,separated,Clayton
e8f24e8565ee02a7a80017b8f559f429,male,Alderson,4109104114,white,20,unmarried,Joshua
119ce7fce310c23a8f3060a82c00c1df,female,Aldrich,4102712992,white,28,unmarried,Lindsay
8728ef4211a060ddfeb4002ca26a2db2,female,Aldrich,4106367600,white,41,married,Katherine
160485d49fa163279e3addbbca9a1a3a,male,Aldridge,4102730257,white,36,married,Devin
f7e06dbe90b7c8153d73e75e915e34cd,male,Aldridge,4105082250,white,50,married,Kai
6ced5abd0daecf775a3011184c54f646,female,Alejandro,410844659,hispanic,19,unmarried,Natalia
007065007b749dbc2f29de3c55d3d0ac,female,Alemayehu,4100770439,black,31,separated,Taylor
ace5814b96582c2cc13324b0c5ad989b,female,Alemayehu,4106917286,black,19,unmarried,Ny'Alahe
0b429a9628ab36fd8fc55f8c867ca673,female,Alemayohu,4100853475,black,28,unmarried,Mykayla
1e22f692a6167762b7f7ef671022bed8,female,Alemayohu,4101681797,black,36,married,Tamara
6cbebcf4580672e6ae6b91893446d69d,male,Alemseged,4109324722,black,44,separated,Keith
50fb845e7164d4d6ac74f28af144eecd,female,Alemseghed,4108619355,black,35,separated,Jordyn
e74c088f0d46bfe8003f49167a816243,female,Alemseghed,4104826743,black,27,unmarried,Sydney
5cc49e1c9c77711254ba49b80654753c,female,Alemu,4102683935,black,50,separated,Raven
f71d497c007a5c9d227415a1b27dfd6f,female,Alessa,4104418217,white,47,separated,Alison
017591a264e434649fb94e5681844812,male,Alexander,4104748101,black,37,married,Kijana
054f1e7185b7a74d945046f582e67783,male,Alexander,4109229812,white,36,separated,Aaron
0bf83bdc65f266274dd7cce3d62f28b5,female,Alexander,4106464849,white,48,married,Mariah
1d13481bf90b7115ec3619339bad2534,male,Alexander,4103022793,white,39,unmarried,Tyler
43d58be1b9c27b4045a996cf839f1406,male,Alexander,4108406830,hispanic,27,separated,James
520fcefef0774c30f275a8f1901a984f,male,Alexander,4106252365,black,30,unmarried,Elvin
54550f83952d4f7d959d98e059c302e5,female,Alexander,4100262742,white,21,unmarried,Kristin
54c166835eb2e3aa959ce479cd7acdac,male,Alexander,4107816342,black,54,married,John
5e0e384cba0ca269098a654fb23e9066,female,Alexander,4105422781,black,74,separated,Nakesha
5f952d327ef3d6209c8fd91cbb6c3511,male,Alexander,4102530183,black,53,separated,Mitchell
6af46e50217457c9eb77418619bd4e22,male,Alexander,4101158404,black,39,married,Devante
6c524fda5f0b221ff2b6355ad0a64b67,female,Alexander,4104197759,white,41,married,Emily
7b3cd27d7368e562c335ffcfe449661c,female,Alexander,4102143221,black,21,unmarried,Safarha
8209af5f1152f3e83c85487fa1783a55,female,Alexander,410477429,white,31,married,Alison
91e496777521a9f3c45efa9ebd30853d,female,Alexander,4104106068,white,22,unmarried,Shania
9243e23e1a871fa96f908f6bbe49dc67,male,Alexander,4103099655,black,49,unmarried,Nicholas
9b4d8d5e2f5fae123c7eb8dfbeb81c9e,female,Alexander,4100612318,white,30,married,Bethany
a3f22fc11f024ea28df0e0e79008c1cd,female,Alexander,4109002836,black,42,separated,Stephanie
d9399ec3b1d05e97029417ca888f078e,male,Alexander,4109611967,black,61,married,Komlan
fc95ea4664b1878b22048239bc303d94,male,Alexander,4108121706,white,44,separated,Tyler
8034b661261c6bc6521a4bc190b17855,female,Alexus,4106653629,white,62,married,Jaquelynn
30ede9c39af0e04069b23d3b33fdf29b,female,Alford,4102322150,black,19,unmarried,Aminah
47e9fe317501cc40e58178574270b860,female,Alford,4105831704,white,51,separated,Miranda
8cec91333c464ebfeffbffadbecd5661,female,Alfrey,4104801193,white,35,married,Brianna
43faf12feda44d6834c9414e4fba1877,male,Algien,4104569144,white,32,married,Brandon
45e2044c6b95b3189082cd0add37c21f,male,Algien,4102672929,hispanic,29,unmarried,Kendrick
05ca129483e1ea22bcddef3bae12c56c,male,Ali,4108890913,black,34,married,Isiah
5ba0a1ba514946c83cb2dd15336b25f2,female,Ali,410409158,black,36,separated,Kiana
6497a6d919d0ad5ebe3bc5229a3ec4ff,female,Ali,4108262181,black,21,unmarried,Tashari
9a3165d865b8abae573116014f6a38b1,male,Ali,4101140635,black,52,separated,Christopher
9aea27259db728eedc2844173a6b248a,female,Ali,4108413070,black,42,married,Alyvia
b16ec384f9dc98a1a00f7a314ba0c163,female,Ali,4104065242,black,60,unmarried,Thalia
bd39f234494f3414c2d6ed01693b4401,male,Ali,4100336953,black,25,unmarried,Marcel
fcf10afad656ade6975cf3191a65324b,female,Ali,4103801787,asian,58,married,Amalia
a7a62cb43870f4e4f4a35e86806053b5,male,Aliff,4104908269,white,61,separated,Brett
4935b2f4e8c74fef53a21acffcff65e4,female,Aligaen,4103153737,asian,53,married,Amy
